pokemonName,attackName,text,effect_type,param1,param2
Decidueye ex,Pierce the Pain,This attack does 100 damage to 1 of your opponent's Pokémon that have damage on them.,bench_damage_to_damaged_only,100,
Dhelmise ex,Anchor Shot,"""During your opponent's next turn, the Defending Pokémon can't retreat.""",inflict_effect_retreat_lock,,
Incineroar ex,Fire Fang,Your opponent's Active Pokémon is now Burned.,inflict_status,burned,
Incineroar ex,Scar-Charged Smash,"""If this Pokémon has damage on it, this attack does 60 more damage.""",bonus_damage_if_self_damaged,60,
Crabominable ex,Insatiable Striking,"""During your next turn, this Pokémon's Insatiable Striking attack does +40 damage.""",bonus_damage_during_next_turn,40,
Wishiwashi ex,School Storm,This attack does 40 more damage for each of your Benched Wishiwashi and Wishiwashi ex.,bonus_damage_for_each_named_bench,40,"""Wishiwashi,Wishiwashi ex"""
Alolan Raichu ex,Psychic,This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.,bonus_damage_for_each_energy_on_opponent,30,
Alolan Muk ex,Chemical Panic,"""1 Special Condition from among Asleep, Burned, Confused, Paralyzed, and Poisoned is chosen at random, and your opponent's Active Pokémon is now affected by that Special Condition. Any Special Conditions already affecting that Pokémon will not be chosen.""",inflict_random_status,,
Solgaleo ex,Sol Breaker,This Pokémon also does 10 damage to itself.,self_damage_fixed_amount,10,
Venusaur,Mega Drain,Heal 30 damage from this Pokémon.,heal_self,30,
Exeggutor,Psychic,This attack does 20 more damage for each Energy attached to your opponent's Active Pokémon.,bonus_damage_for_each_energy_on_opponent,20,
Blastoise,Hydro Pump,"""If this Pokémon has at least 2 extra {W} Energy attached, this attack does 60 more damage.""",extra_damage_if_extra_energy_attached,water,2|60
Gastly,Astonish,"""Flip a coin. If heads, your opponent reveals a random card from their hand and shuffles it into their deck.""",flip_reveal_and_shuffle,,
Gengar,Bother,Your opponent can't use any Supporter cards from their hand during their next turn.,inflict_effect,block_supporter,
Machamp,Power Press,"""If this Pokémon has at least 2 extra {F} Energy attached, this attack does 50 more damage.""",extra_damage_if_extra_energy_attached,fighting,2|50
Cubone,Growl,"""During your opponent's next turn, attacks used by the Defending Pokémon do −20 damage.""",inflict_effect,reduce_damage_next_turn,20
Venusaur ex,Giant Bloom,Heal 30 damage from this Pokémon.,heal_self,30,
Exeggutor ex,Tropical Swing,Flip a coin. If heads this attack does 40 more damage.,flip_bonus_damage_if_heads,1,40
Blastoise ex,Hydro Bazooka,"""If this Pokémon has at least 2 extra {W} Energy attached, this attack does 60 more damage.""",extra_damage_if_extra_energy_attached,water,2|60
Marowak ex,Bonemerang,Flip 2 coins. This attack does 80 damage for each heads.,flip_multiplier,2,80
Wigglytuff ex,Sleepy Song,Your opponent's Active Pokémon is now Asleep.,inflict_status,asleep,
Solgaleo ex,Sol Breaker,This Pokémon also does 10 damage to itself.,self_damage_fixed_amount,10,
Rowlet,Fury Attack,Flip 3 coins. This attack does 10 damage for each heads.,flip_multiplier,3,10
Dartrix,Skill Dive,This attack does 20 damage to 1 of your opponent's Pokémon.,bench_damage_one,opponent,20
Decidueye,Sniping Arrow,This attack does 70 damage to 1 of your opponent's Pokémon.,bench_damage_one,opponent,70
Buzzwole ex,Big Beat,"""During your next turn, this Pokémon can't use Big Beat.""",inflict_effect,cant_attack_next_turn,
Pheromosa,Jump Blues,This attack also does 20 damage to 1 of your opponent's Benched Pokémon.,bench_damage_one,bench,20
Blacephalon,Beat Punk,This Pokémon also does 70 damage to itself.,self_damage_fixed_amount,70,
Sharpedo,Crunch,"""Flip a coin. If heads, discard a random Energy from your opponent's Active Pokémon.""",flip_inflict_effect_if_heads,discard_energy,1
Tapu Koko ex,Plasma Hurricane,Take a {L} Energy from your Energy Zone and attach it to this Pokémon.,attach_energy_from_zone_to_self,lightning,1
Xurkitree,Electronica,Your opponent's Active Pokémon is now Confused.,inflict_status,confusion,
Meditite,Trip Over,"""Flip a coin. If heads, this attack does 20 more damage.""",flip_do_nothing_if_tails,20,
Lycanroc ex,Lycanfang,Discard a {F} Energy from this Pokémon.,discard_energy_specific,fighting,1
Passimian,Let's Throw,"""If Passimian is on your Bench, this attack does 40 more damage.""",bonus_damage_if_benched,40,
Palossand,Sand Tomb,"""During your opponent's next turn, the Defending Pokémon can't retreat.""",inflict_effect,retreat_lock,
Alolan Meowth,Meddle,Discard a random Pokémon Tool card from your opponent's hand.,discard_all_opponent_tools,,
Alolan Persian,Fake Out,"""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""",flip_inflict_status_if_heads,paralysis,
Krookodile,Poaching Fangs,"""Flip 3 coins. For each heads, a card is chosen at random from your opponent's hand. Your opponent reveals that card and shuffles it into their deck.""",flip_inflict_effect_if_heads,shuffle_hand_to_deck,3
Nihilego,New Wave,Your opponent's Active Pokémon is now Poisoned.,inflict_status,poisoned,
Guzzlord ex,Grindcore,"""Flip a coin until you get tails. For each heads, discard a random Energy from your opponent's Active Pokémon.""",flip_inflict_effect_if_heads,discard_energy,1
Poipole,2-Step,Flip 2 coins. This attack does 20 damage for each heads.,flip_multiplier,2,20
Naganadel,Electro House,Your opponent's Active Pokémon is now Poisoned.,inflict_status,poisoned,
Alolan Diglett,Happened to Headbutt,"""Flip a coin. If tails, this attack does nothing.""",flip_do_nothing_if_tails,,
Alolan Dugtrio ex,Triplet Headbutt,Flip 3 coins. This attack does 60 damage for each heads.,flip_multiplier,3,60
Aggron,Giga Impact,"""During your next turn, this Pokémon can't attack.""",inflict_effect,cant_attack_next_turn,
Stakataka,Brass Rock,"""During your opponent's next turn, this Pokémon takes −20 damage from attacks.""",inflict_effect,attack_lock,
Bewear,Superpowered Hug,"""Flip 2 coins. If both of them are heads, your opponent's Active Pokémon is Knocked Out.""",flip_two_stage,0,0
Type: Null,Quick Blow,"""Flip a coin. If heads, this attack does 20 more damage.""",flip_do_nothing_if_tails,20,
Silvally,Brave Buddies,"""If you played a Supporter card from your hand during this turn, this attack does 50 more damage.""",bonus_damage_conditional,50,supporter_played_this_turn
Celesteela,Moombahton,"""Flip a coin. If tails, this attack does nothing.""",flip_do_nothing_if_tails,,
Rowlet,Fury Attack,Flip 3 coins. This attack does 10 damage for each heads.,flip_multiplier,3,10
Pheromosa,Jump Blues,This attack also does 20 damage to 1 of your opponent's Benched Pokémon.,bench_damage_one,bench,20
Blacephalon,Beat Punk,This Pokémon also does 70 damage to itself.,self_damage_fixed_amount,70,
Alolan Meowth,Meddle,Discard a random Pokémon Tool card from your opponent's hand.,discard_all_opponent_tools,,
Silvally,Brave Buddies,"""If you played a Supporter card from your hand during this turn, this attack does 50 more damage.""",bonus_damage_conditional,50,supporter_played_this_turn
Celesteela,Moombahton,"""Flip a coin. If tails, this attack does nothing.""",flip_do_nothing_if_tails,,
Buzzwole ex,Big Beat,"""During your next turn, this Pokémon can't use Big Beat.""",inflict_effect,cant_attack_next_turn,
Tapu Koko ex,Plasma Hurricane,Take a {L} Energy from your Energy Zone and attach it to this Pokémon.,attach_energy_from_zone_to_self,lightning,1
Lycanroc ex,Lycanfang,Discard a {F} Energy from this Pokémon.,discard_energy_specific,fighting,1
Guzzlord ex,Grindcore,"""Flip a coin until you get tails. For each heads, discard a random Energy from your opponent's Active Pokémon.""",flip_inflict_effect_if_heads,discard_energy,1
Alolan Dugtrio ex,Triplet Headbutt,Flip 3 coins. This attack does 60 damage for each heads.,flip_multiplier,3,60
Tapu Koko ex,Plasma Hurricane,Take a {L} Energy from your Energy Zone and attach it to this Pokémon.,attach_energy_from_zone_to_self,lightning,1
Lycanroc ex,Lycanfang,Discard a {F} Energy from this Pokémon.,discard_energy_specific,fighting,1
Guzzlord ex,Grindcore,"""Flip a coin until you get tails. For each heads, discard a random Energy from your opponent's Active Pokémon.""",flip_inflict_effect_if_heads,discard_energy,1
Alolan Dugtrio ex,Triplet Headbutt,Flip 3 coins. This attack does 60 damage for each heads.,flip_multiplier,3,60
Buzzwole ex,Big Beat,"""During your next turn, this Pokémon can't use Big Beat.""",inflict_effect,cant_attack_next_turn,
Arcanine,Heat Tackle,This Pokémon also does 20 damage to itself.,self_damage_fixed_amount,20,
Jynx,Psychic,This attack does 20 more damage for each Energy attached to your opponent's Active Pokémon.,bonus_damage_for_each_energy_on_opponent,20,
Aerodactyl,Primal Wingbeat,"""Flip a coin. If heads, your opponent shuffles their Active Pokémon into their deck.""",flip_do_nothing_if_tails,20,
Celebi ex,Powerful Bloom,Flip a coin for each Energy attached to this Pokémon. This attack does 50 damage for each heads.,flip_multiplier,,50
Arcanine ex,Inferno Onrush,This Pokémon also does 20 damage to itself.,self_damage_fixed_amount,20,
Pidgeot ex,Scattering Cyclone,This attack does 20 more damage for each of your opponent's Benched Pokémon.,bonus_damage_for_each_opponent_bench,20,
Nihilego,New Wave,Your opponent's Active Pokémon is now Poisoned.,inflict_status,poisoned,
Leafeon,Leaf Blast,This attack does 20 more damage for each {G} Energy attached to this Pokémon.,bonus_damage_per_energy_attached,20,
Tsareena,Kick Down,Your opponent reveals a random card from their hand and shuffles it into their deck.,flip_shuffle_random_from_hand,,
Appletun,Sweets Relay,"""If 1 of your Pokémon used Sweets Relay during your last turn, this attack does 30 more damage.""",bonus_damage_if_last_move_name_used,Sweets Relay,30
Flareon,Assisting Heater,Take a {R} Energy from your Energy Zone and attach it to 1 of your Benched Pokémon.,attach_energy_from_zone,fire,to_bench
Flareon ex,Fire Spin,Discard 2 {R} Energy from this Pokémon.,discard_energy_specific,,2
Torkoal,Flamethrower,Discard a {R} Energy from this Pokémon.,discard_energy_specific,,1
Incineroar,Darkest Lariat,Flip 2 coins. This attack does 100 damage for each heads.,flip_multiplier,2,100
Salandit,Ember,Discard a {R} Energy from this Pokémon.,discard_energy_specific,,1
Vaporeon,Hyper Whirlpool,"""Flip a coin until you get tails. For each heads, discard a random Energy from your opponent's Active Pokémon.""",discard_random_energy_from_opponent,1,
Glaceon,Ice Blade,This attack does 50 damage to 1 of your opponent's Pokémon.,bench_damage_one,opponent,50
Vanillite,Sweets Relay,"""If 1 of your Pokémon used Sweets Relay during your last turn, this attack does 20 more damage.""",bonus_damage_if_last_move_name_used,Sweets Relay,20
Vanillish,Sweets Relay,"""If 1 of your Pokémon used Sweets Relay during your last turn, this attack does 20 more damage.""",bonus_damage_if_last_move_name_used,Sweets Relay,20
Vanilluxe,Double Spin,Flip 2 coins. This attack does 80 damage for each heads.,flip_multiplier,2,80
Alomomola,Water Pulse,Your opponent's Active Pokémon is now Asleep.,inflict_status,sleep,
Primarina ex,Hydro Pump,"""If this Pokémon has at least 1 extra {W} Energy attached, this attack does 40 more damage.""",extra_damage_if_extra_energy_attached,1|40,
Primarina ex,Sparkling Aria,Heal 20 damage from this Pokémon.,heal_self,20,
Jolteon,Beginning Bolt,"""If this Pokémon evolved during this turn, this attack does 20 more damage.""",bonus_damage_if_evolved_this_turn,20,
Joltik,Jolt,"""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""",inflict_status,paralysis,
Galvantula,Electric Shock,Discard all Energy attached to this Pokémon. Your opponent's Active Pokémon is now Paralyzed.,inflict_status,paralysis,
Espeon,Energy Crush,This attack does 20 damage for each Energy attached to all of your opponent's Pokémon.,bonus_damage_per_energy_on_opponent_all,20,
Swirlix,Sweets Relay,"""If 1 of your Pokémon used Sweets Relay during your last turn, this attack does 20 more damage.""",bonus_damage_if_last_move_name_used,Sweets Relay,20
Slurpuff,Sweets Relay,"""If 1 of your Pokémon used Sweets Relay during your last turn, this attack does 60 more damage.""",bonus_damage_if_last_move_name_used,Sweets Relay,60
Sylveon,Evoharmony,This attack does 30 more damage for each Evolution Pokémon on your Bench.,bonus_damage_per_evolution_bench,30,
Mimikyu,Try to Imitate,"""Flip a coin. If heads, choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.""",flip_copy_opponent_attack,,
Milcery,Sweets Relay,"""If 1 of your Pokémon used Sweets Relay during your last turn, this attack does 20 more damage.""",bonus_damage_if_last_move_name_used,Sweets Relay,20
Alcremie,Sweets Overload,This attack does 40 damage for each time your Pokémon used Sweets Relay during this game.,damage_per_other_move_used,Sweets Relay,40
Whiscash,Earthquake,This attack also does 10 damage to each of your Benched Pokémon.,bench_damage_all_self,10,
Mienfoo,Kick Shot,"""Flip a coin. If tails, this attack does nothing.""",flip_do_nothing_if_tails,,
Carbink,Hard Roll,"""Flip a coin. If heads, during your opponent's next turn, prevent all damage from—and effects of—attacks done to this Pokémon.""",flip_prevent_damage_next_turn,,
Umbreon,Dark Binding,"""If the Defending Pokémon is a Basic Pokémon, it can't attack during your opponent's next turn.""",cant_attack_next_turn,,
Purrloin,Playful Knockdown,Discard all Pokémon Tools from your opponent's Active Pokémon.,discard_tools_from_opponent,,
Mawile,Powerful Vise,"""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""",inflict_status,paralysis,
Togedemaru,Bristling Spikes,"""During your opponent's next turn, if this Pokémon is damaged by an attack, do 30 damage to the Attacking Pokémon.""",counter_on_hit_next_turn,30,
Dragonite ex,Giga Impact,"""During your next turn, this Pokémon can't attack.""",cant_attack_next_turn,,
Drampa,Dragon Breath,"""Flip a coin. If tails, this attack does nothing. If heads, your opponent's Active Pokémon is now Paralyzed.""",inflict_status,paralysis,
Eevee,Collect,Draw a card.,draw_cards,1,
Snorlax ex,Flop-Down Punch,This Pokémon is now Asleep.,inflict_status_self,asleep,
Aipom,Double Hit,Flip 2 coins. This attack does 20 damage for each heads.,flip_multiplier,2,20
Chatot,Tone-Deaf,Your opponent's Active Pokémon is now Confused.,inflict_status,confusion,
Audino,Do the Wave,This attack does 20 damage for each of your Benched Pokémon.,bonus_damage_for_each_bench,20,
Greedent,Enhanced Fang,"""If this Pokémon has a Pokémon Tool attached, this attack does 50 more damage.""",bonus_damage_if_tool,50,
Leafeon,Leaf Blast,This attack does 20 more damage for each {G} Energy attached to this Pokémon.,bonus_damage_per_energy_attached,20,
Flareon,Assisting Heater,Take a {R} Energy from your Energy Zone and attach it to 1 of your Benched Pokémon.,attach_energy_from_zone,fire,to_bench
Vaporeon,Hyper Whirlpool,"""Flip a coin until you get tails. For each heads, discard a random Energy from your opponent's Active Pokémon.""",discard_random_energy_from_opponent,1,
Glaceon,Ice Blade,This attack does 50 damage to 1 of your opponent's Pokémon.,bench_damage_one,opponent,50
Jolteon,Beginning Bolt,"""If this Pokémon evolved during this turn, this attack does 20 more damage.""",bonus_damage_if_evolved_this_turn,20,
Espeon,Energy Crush,This attack does 20 damage for each Energy attached to all of your opponent's Pokémon.,bonus_damage_per_energy_on_opponent_all,20,
Sylveon,Evoharmony,This attack does 30 more damage for each Evolution Pokémon on your Bench.,bonus_damage_per_evolution_bench,30,
Umbreon,Dark Binding,"""If the Defending Pokémon is a Basic Pokémon, it can't attack during your opponent's next turn.""",cant_attack_next_turn,,
Eevee,Collect,Draw a card.,draw_cards,1,
Flareon ex,Fire Spin,Discard 2 {R} Energy from this Pokémon.,discard_energy_specific,,2
Primarina ex,Hydro Pump,"""If this Pokémon has at least 1 extra {W} Energy attached, this attack does 40 more damage.""",extra_damage_if_extra_energy_attached,1|40,
Primarina ex,Sparkling Aria,Heal 20 damage from this Pokémon.,heal_self,20,
Dragonite ex,Giga Impact,"""During your next turn, this Pokémon can't attack.""",cant_attack_next_turn,,
Snorlax ex,Flop-Down Punch,This Pokémon is now Asleep.,inflict_status_self,asleep,
Flareon ex,Fire Spin,Discard 2 {R} Energy from this Pokémon.,discard_energy_specific,,2
Primarina ex,Hydro Pump,"""If this Pokémon has at least 1 extra {W} Energy attached, this attack does 40 more damage.""",extra_damage_if_extra_energy_attached,1|40,
Primarina ex,Sparkling Aria,Heal 20 damage from this Pokémon.,heal_self,20,
Dragonite ex,Giga Impact,"""During your next turn, this Pokémon can't attack.""",cant_attack_next_turn,,
Snorlax ex,Flop-Down Punch,This Pokémon is now Asleep.,inflict_status_self,asleep,
Pinsir,Guillotine Rush,Flip a coin until you get tails. This attack does 40 more damage for each heads.,flip_bonus_damage_if_heads,1,40
Lapras,Hydro Pump,"""If this Pokémon has at least 3 extra {W} Energy attached, this attack does 70 more damage.""",extra_damage_if_extra_energy_attached,3|70,
Voltorb,Big Explosion,This Pokémon also does 10 damage to itself.,self_damage_fixed_amount,10,
Ralts,Teleport,Switch this Pokémon with 1 of your Benched Pokémon.,switch_self_with_bench,,
Arbok,Corner,"""During your opponent's next turn, the Defending Pokémon can't retreat.""",prevent_retreat_next_turn,,
Moltres ex,Inferno Dance,Flip 3 coins. Take an amount of {R} Energy from your Energy Zone equal to the number of heads and attach it to your Benched {R} Pokémon in any way you like.,attach_energy_from_zone,fire,count_heads
Articuno ex,Blizzard,This attack also does 10 damage to each of your opponent's Benched Pokémon.,bench_damage_all_opponent,10,
Zapdos ex,Thundering Hurricane,Flip 4 coins. This attack does 50 damage for each heads.,flip_multiplier,4,50
Gallade ex,Energized Blade,This attack does 20 more damage for each Energy attached to your opponent's Active Pokémon.,bonus_damage_per_energy_attached,20,
Oddish,Poison Powder,Your opponent's Active Pokémon is now Poisoned.,inflict_status,poison,
Bellossom,Petal Dance,Flip 3 coins. This attack does 60 damage for each heads. This Pokémon is now Confused.,flip_multiplier_self_confuse,3,60.0
Tangela,Sleep Powder,Your opponent's Active Pokémon is now Asleep.,inflict_status,sleep,
Tangrowth,Grass Knot,This attack does 40 more damage for each Energy in your opponent's Active Pokémon's Retreat Cost.,bonus_damage_per_energy_attached,40,
Meganium,Bloomshine,Heal 20 damage from each of your Pokémon.,heal_all,20,
Sunkern,Blot,Heal 10 damage from this Pokémon.,heal_self,10,
Yanma,U-turn,Switch this Pokémon with 1 of your Benched Pokémon.,switch_self_with_bench,,
Shuckle ex,Triple Slap,Flip 3 coins. This attack does 20 damage for each heads.,flip_multiplier,3,20.0
Heracross,Single Lunge,"If this Pokémon has no damage on it, this attack does 40 more damage.",bonus_damage_if_no_damage_self,40,
Cherubi,Sweets Relay,"If 1 of your Pokémon used Sweets Relay during your last turn, this attack does 20 more damage.",damage_per_other_move_used,sweets relay,20.0
Ninetales,Scorching Breath,"During your next turn, this Pokémon can't attack.",cant_attack_next_turn,,
Magcargo,Spurt Fire,"1 other Pokémon (either yours or your opponent's) is chosen at random 3 times. For each time a Pokémon was chosen, do 50 damage to it.",random_multi_target_damage,3,50.0
Magby,Toasty Toss,Take a {R} Energy from your Energy Zone and attach it to 1 of your Benched Basic Pokémon.,attach_energy_from_zone,fire,to_bench
Entei,Strong Flare,"Flip a coin. If tails, discard 2 random Energy from this Pokémon.",discard_random_energy_from_opponent,2,
Ho-Oh ex,Phoenix Turbo,"Take a {R}, {W}, and {L} Energy from your Energy Zone and attach them to your Benched Basic Pokémon in any way you like.",attach_multiple_energy_from_zone,fire;water;lightning,to_bench
Heatmor,Roasting Heat,"If your opponent's Active Pokémon is Burned, this attack does 60 more damage.",bonus_damage_if_opponent_burned,60,
Kingdra ex,Stormy Prison,"During your opponent's next turn, the Defending Pokémon can't retreat.",prevent_retreat_next_turn,,
Magikarp,Splashing Dodge,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from—and effects of—attacks done to this Pokémon.",flip_prevent_damage_next_turn,,
Gyarados,Wild Swing,You may discard any number of your Benched {W} Pokémon. This attack does 40 more damage for each Benched Pokémon you discarded in this way.,discard_bench_for_bonus_damage,40,
Feraligatr,Destructive Whirlpool,Discard a random Energy from your opponent's Active Pokémon.,discard_random_energy_from_opponent,1,
Qwilfish,Poison Sting,Your opponent's Active Pokémon is now Poisoned.,inflict_status,poison,
Corsola,Find a Friend,Put a random Pokémon from your deck into your hand.,search_pokemon_type_random,,
Octillery,Octazooka,"If the Defending Pokémon tries to use an attack, your opponent flips a coin. If tails, that attack doesn't happen. This effect lasts until the Defending Pokémon leaves the Active Spot, and it doesn't stack.",flip_block_attack,,
Delibird,Stumbling Draw,Draw a card.,draw_cards,1,
Mantine,Dive,"Flip a coin. If heads, during your opponent's next turn, prevent all damage from—and effects of—attacks done to this Pokémon.",flip_prevent_damage_next_turn,,
Suicune,Cure Stream,"During your opponent's next turn, attacks used by the Defending Pokémon do −20 damage.",reduce_damage_next_turn,20,
Swanna,Feathery Cyclone,Move all Energy from this Pokémon to 1 of your Benched Pokémon.,move_all_energy_to_bench,,
Lanturn ex,Flashing Signal,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed. If tails, your opponent's Active Pokémon is now Confused.",inflict_status,paralysis,
Pichu,Crackly Toss,Take a {L} Energy from your Energy Zone and attach it to 1 of your Benched Basic Pokémon.,attach_energy_from_zone,lightning,to_bench
Ampharos,Thunder Punch,"Flip a coin. If heads, this attack does 40 more damage. If tails, this Pokémon also does 20 damage to itself.",flip_bonus_damage_if_heads,1,40.0
Elekid,Zappy Shot,This attack does 20 damage to 1 of your opponent's Benched Pokémon.,bench_damage_one,opponent,20.0
Raikou,Thunder,This Pokémon also does 20 damage to itself.,self_damage_fixed_amount,20,
Emolga,Raging Thunder,This attack also does 10 damage to 1 of your Benched Pokémon.,bench_damage_one,self,10.0
Slowpoke,Rest,This Pokémon is now Asleep. Heal 30 damage from it.,inflict_status,sleep,
Slowking,Psychic,This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.,bonus_damage_per_energy_attached,30,
Smoochum,Shivery Wave,This attack does 20 damage for each Energy attached to your opponent's Active Pokémon.,bonus_damage_for_each_energy_on_opponent,20,
Jynx,Attract Smack,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",inflict_status,paralysis,
Cleffa,Twinkly Call,Put a random Pokémon from your deck into your hand.,search_pokemon_type_random,,
Togepi,Charm,"During your opponent's next turn, attacks used by the Defending Pokémon do −20 damage.",reduce_damage_next_turn,20,
Xatu,Life Drain,"Flip a coin. If heads, your opponent's Active Pokémon's remaining HP is now 10.",flip_set_hp,10,
Wobbuffet,Reply Strongly,"If this Pokémon was damaged by an attack during your opponent's last turn while it was in the Active Spot, this attack does 50 more damage.",bonus_damage_if_damaged_last_turn,50,
Girafarig,Psybeam,Your opponent's Active Pokémon is now Confused.,inflict_status,confusion,
Granbull,Wild Tackle,This Pokémon also does 20 damage to itself.,self_damage_fixed_amount,20,
Musharna,Dream Dance,Both Active Pokémon are now Asleep.,inflict_status,sleep,
Mamoswine,Earthquake,This attack also does 20 damage to each of your Benched Pokémon.,bench_damage_all_self,20,
Phanpy,Reckless Charge,This Pokémon also does 10 damage to itself.,self_damage_fixed_amount,10,
Donphan ex,Gigantic Press,"If this Pokémon has at least 2 extra {F} Energy attached, this attack does 60 more damage.",extra_damage_if_extra_energy_attached,2|60,
Hitmontop,Piercing Spin,This attack also does 20 damage to 1 of your opponent's Benched Pokémon.,bench_damage_one,opponent,20.0
Pupitar,Guard Press,"During your opponent's next turn, this Pokémon takes −30 damage from attacks.",reduce_damage_next_turn,30,
Binacle,Dual Chop,Flip 2 coins. This attack does 30 damage for each heads.,flip_multiplier,2,30.0
Zubat,Venomous Fang,Your opponent's Active Pokémon is now Poisoned.,inflict_status,poison,
Golbat,Venomous Fang,Your opponent's Active Pokémon is now Poisoned.,inflict_status,poison,
Crobat ex,Venomous Slash,Your opponent's Active Pokémon is now Poisoned.,inflict_status,poison,
Ariados,Bind Down,"During your opponent's next turn, the Defending Pokémon can't retreat.",prevent_retreat_next_turn,,
Murkrow,Astonish,"Flip a coin. If heads, your opponent reveals a random card from their hand and shuffles it into their deck.",flip_shuffle_random_from_hand,,
Houndoom,Diving Swipe,Discard a random card from your opponent's hand.,discard_random_from_opponent_hand,1,
Absol,Leap Over,This attack does 30 damage to 1 of your opponent's Benched Pokémon.,bench_damage_one,opponent,30.0
Scizor,Gale Thrust,"If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 50 more damage.",bonus_damage_if_switched_in,50,
Skarmory ex,Steel Wing,"During your opponent's next turn, this Pokémon takes −20 damage from attacks.",reduce_damage_next_turn,20,
Klinklang,Gear Spinner,"During your next turn, this Pokémon's Gear Spinner attack does +70 damage.",boost_next_attack,70,
Fearow,Peck Bugs,"If your opponent's Active Pokémon is a {G} Pokémon, this attack does 40 more damage.",bonus_damage_if_type,grass,40
Chansey,Scrunch,"Flip a coin. If heads, during your opponent's next turn, prevent all damage done to this Pokémon by attacks.",flip_prevent_damage_next_turn,,
Blissey,Energy Blow,This attack does 20 more damage for each Energy attached to this Pokémon.,bonus_damage_per_energy_attached,20,
Kangaskhan,Cross-Cut,"If your opponent's Active Pokémon is an Evolution Pokémon, this attack does 40 more damage.",bonus_damage_if_evolution,40,
Eevee,Find a Friend,Put a random Pokémon from your deck into your hand.,search_pokemon_type_random,,
Porygon-Z,Slowing Beam,"During your opponent's next turn, attacks used by the Defending Pokémon cost 1 {C} more.",increase_energy_cost,1,
Furret,Tail Smash,"Flip a coin. If tails, this attack does nothing.",flip_do_nothing_if_tails,,
Noctowl,Fly,"Flip a coin. If tails, this attack does nothing. If heads, during your opponent's next turn, prevent all damage from—and effects of—attacks done to this Pokémon.",flip_do_nothing_if_tails,,
Aipom,Imitate,Draw cards until you have the same number of cards in your hand as your opponent.,draw_until_equal_hand,,
Dunsparce,Sudden Flash,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",inflict_status,paralysis,
Teddiursa,Honey Snack,Heal 20 damage from this Pokémon.,heal_self,20,
Ursaring,Swing Around,Flip 2 coins. This attack does 20 more damage for each heads.,flip_multiplier_bonus,2,20.0
Stantler,Enhanced Horns,"If this Pokémon has a Pokémon Tool attached, this attack does 50 more damage.",bonus_damage_if_tool,50,
Smeargle,Splatter Coating,"Change the type of a random Energy attached to your opponent's Active Pokémon to 1 of the following at random: {G}, {R}, {W}, {L}, {P}, {F}, {D}, or {M}.",change_energy_type,random,
Lugia ex,Elemental Blast,"Discard a {R}, {W}, and {L} Energy from this Pokémon.",discard_energy_specific,,1.0
Bouffalant,Continuous Headbutt,Flip a coin until you get tails. This attack does 70 damage for each heads.,flip_until_tails_multiplier,,70.0
Bellossom,Petal Dance,Flip 3 coins. This attack does 60 damage for each heads. This Pokémon is now Confused.,flip_multiplier_self_confuse,3,60.0
Heracross,Single Lunge,"If this Pokémon has no damage on it, this attack does 40 more damage.",bonus_damage_if_no_damage_self,40,
Magby,Toasty Toss,Take a {R} Energy from your Energy Zone and attach it to 1 of your Benched Basic Pokémon.,attach_energy_from_zone,fire,to_bench
Qwilfish,Poison Sting,Your opponent's Active Pokémon is now Poisoned.,inflict_status,poison,
Octillery,Octazooka,"If the Defending Pokémon tries to use an attack, your opponent flips a coin. If tails, that attack doesn't happen. This effect lasts until the Defending Pokémon leaves the Active Spot, and it doesn't stack.",flip_block_attack,,
Delibird,Stumbling Draw,Draw a card.,draw_cards,1,
Pichu,Crackly Toss,Take a {L} Energy from your Energy Zone and attach it to 1 of your Benched Basic Pokémon.,attach_energy_from_zone,lightning,to_bench
Ampharos,Thunder Punch,"Flip a coin. If heads, this attack does 40 more damage. If tails, this Pokémon also does 20 damage to itself.",flip_bonus_damage_if_heads,1,40.0
Togepi,Charm,"During your opponent's next turn, attacks used by the Defending Pokémon do −20 damage.",reduce_damage_next_turn,20,
Xatu,Life Drain,"Flip a coin. If heads, your opponent's Active Pokémon's remaining HP is now 10.",flip_set_hp,10,
Wobbuffet,Reply Strongly,"If this Pokémon was damaged by an attack during your opponent's last turn while it was in the Active Spot, this attack does 50 more damage.",bonus_damage_if_damaged_last_turn,50,
Murkrow,Astonish,"Flip a coin. If heads, your opponent reveals a random card from their hand and shuffles it into their deck.",flip_shuffle_random_from_hand,,
Scizor,Gale Thrust,"If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 50 more damage.",bonus_damage_if_switched_in,50,
Stantler,Enhanced Horns,"If this Pokémon has a Pokémon Tool attached, this attack does 50 more damage.",bonus_damage_if_tool,50,
