set,number,pokemonName,attackName,effect_type,param1,param2,effect_text,damageBase,damageNotation
A3,40,Alolan Vulpix,Call Forth Cold,attach_energy_from_zone_to_self,water,,Take a {W} Energy from your Energy Zone and attach it to this Pokémon.,0.0,
A3,41,Alolan Ninetales,Blizzard,bench_damage_all_opponent,20,,This attack also does 20 damage to each of your opponent's Benched Pokémon.,60.0,60
A3,43,Cloyster,Guard Press,reduce_incoming_damage_next_turn,20,,"""During your opponent's next turn, this Pokémon takes −20 damage from attacks.""",50.0,50
A3,45,Popplio,Sing,inflict_status,asleep,,Your opponent's Active Pokémon is now Asleep.,0.0,
A3,49,Crabominable ex,Insatiable Striking,bonus_damage_during_next_turn,40,,"""During your next turn, this Pokémon's Insatiable Striking attack does +40 damage.""",40.0,40
A3,50,Wishiwashi,Call for Family,search_named_to_bench,,"""Wishiwashi,Wishiwashi ex""",Put 1 random Wishiwashi or Wishiwashi ex from your deck onto your Bench.,0.0,
A3,51,Wishiwashi ex,School Storm,bonus_damage_for_each_named_bench,40,"""Wishiwashi,Wishiwashi ex""",This attack does 40 more damage for each of your Benched Wishiwashi and Wishiwashi ex.,30.0,30+
A3,53,Araquanid,Dangerous Claws,bonus_damage_if_opponent_basic,60,,"""If your opponent's Active Pokémon is a Basic Pokémon, this attack does 60 more damage.""",60.0,60+
A3,56,Tapu Fini,Spiral Drain,heal_self,20,,Heal 20 damage from this Pokémon.,60.0,60
A3,58,Alolan Raichu ex,Psychic,bonus_damage_for_each_energy_on_opponent,30,,This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.,60.0,60+
A3,61,Alolan Golem,Super Zap Cannon,discard_energy_specific,lightning,2,Discard 2 {L} Energy from this Pokémon.,150.0,150
A3,65,Vikavolt,Disconnect,inflict_effect,block_items,,"""During your opponent's next turn, they can't play any Item cards from their hand.""",70.0,70
A3,67,Togedemaru,Electrosmash,flip_bonus_damage_if_heads,1,30,Flip a coin. If heads this attack does 30 more damage.,20.0,20+
A3,68,Tapu Koko,Volt Switch,switch_self_with_bench_type,lightning,,Switch this Pokémon with 1 of your Benched {L} Pokémon.,70.0,70
A3,69,Mr. Mime,Barrier Shove,flip_prevent_damage_and_effects_next_turn,,,"""Flip a coin. If heads, during your opponent's next turn, prevent all damage from—and effects of—attacks done to this Pokémon.""",30.0,30
A3,70,Sableye,Corner,inflict_effect_retreat_lock,,,"""During your opponent's next turn, the Defending Pokémon can't retreat.""",40.0,40
A3,71,Spoink,Psycharge,attach_energy_from_zone_to_self,psychic,,Take a {P} Energy from your Energy Zone and attach it to this Pokémon.,0.0,
A3,75,Banette,Night Bind,inflict_effect,block_energy_attach,,"""During your opponent's next turn, they can't take any Energy from their Energy Zone to attach to their Active Pokémon.""",30.0,30
A3,76,Oricorio,Dazzle Dance,inflict_status,confused,,Your opponent's Active Pokémon is now Confused.,40.0,40
A3,77,Oricorio,Spiteful Dance,bonus_damage_if_pokemon_ko_last_turn,60,,"""If any of your Pokémon were Knocked Out by damage from an attack during your opponent's last turn, this attack does 60 more damage.""",20.0,20+
A3,83,Mimikyu,Shadow Hit,bench_damage_one,self,20,This attack also does 20 damage to 1 of your Pokémon.,60.0,60
A3,84,Tapu Lele,Energy Arrow,bench_damage_per_energy_on_target,20,,This attack does 20 damage to 1 of your opponent's Pokémon for each Energy attached to that Pokémon.,0.0,
A3,85,Cosmog,Teleport,switch_self_with_bench,,,Switch this Pokémon with 1 of your Benched Pokémon.,0.0,
A3,86,Cosmoem,Stiffen,reduce_incoming_damage_next_turn,50,,"""During your opponent's next turn, this Pokémon takes −50 damage from attacks.""",0.0,
A3,88,Necrozma,Prismatic Laser,self_inflict_effect,cant_attack_next_turn,,"""During your next turn, this Pokémon can't attack.""",120.0,120
A3,91,Hariyama,Push Out,force_opponent_switch,,,Switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.),50.0,50
A3,98,Rockruff,Signs of Evolution,search_evolution_of_self,,,Put a random card that evolves from Rockruff from your deck into your hand.,0.0,
A3,100,Lycanroc,Crunch,flip_discard_energy_if_heads,,,"""Flip a coin. If heads, discard a random Energy from your opponent's Active Pokémon.""",80.0,80
A3,101,Lycanroc,Blood Fang,bonus_damage_if_opponent_has_more_hp,50,,"""If your opponent's Active Pokémon has more remaining HP than this Pokémon, this attack does 50 more damage.""",50.0,50+
A3,103,Mudsdale,High Horsepower,self_damage_fixed_amount,40,,This Pokémon also does 40 damage to itself.,140.0,140
A3,105,Minior,Star Drop,bench_damage_one,opponent,40,This attack does 40 damage to 1 of your opponent's Pokémon.,0.0,
A3,107,Alolan Raticate,Scrounge-and-Scarf,discard_random_item_from_opponent_hand,,,Discard a random Item card from your opponent's hand.,50.0,50
A3,111,Alolan Muk ex,Chemical Panic,inflict_random_status,,,"""1 Special Condition from among Asleep, Burned, Confused, Paralyzed, and Poisoned is chosen at random, and your opponent's Active Pokémon is now affected by that Special Condition. Any Special Conditions already affecting that Pokémon will not be chosen.""",80.0,80
A3,112,Absol,Unseen Claw,bonus_damage_if_opponent_has_status,60,,"""If your opponent's Active Pokémon is affected by a Special Condition, this attack does 60 more damage.""",20.0,20+
A3,114,Garbodor,Super Poison Breath,inflict_status,poisoned,,Your opponent's Active Pokémon is now Poisoned.,70.0,70
A3,116,Toxapex,Spike Cannon,flip_multiplier,4,20,Flip 4 coins. This attack does 20 damage for each heads.,20.0,20×
A3,118,Alolan Dugtrio,Iron Head,flip_multiplier_until_tails,70,,Flip a coin until you get tails. This attack does 70 damage for each heads.,70.0,70×
A3,120,Escavalier,Pike,bench_damage_one,opponent,20,This attack also does 20 damage to 1 of your opponent's Benched Pokémon.,30.0,30
A3,121,Klefki,Unlock,draw_cards,1,,Draw a card.,10.0,10
A3,122,Solgaleo ex,Sol Breaker,self_damage_fixed_amount,10,,This Pokémon also does 10 damage to itself.,120.0,120
A3,123,Magearna,Silver Cannon,bonus_damage_if_opponent_has_ability,40,,"""If your opponent's Active Pokémon has an Ability, this attack does 40 more damage.""",40.0,40+
A3,124,Drampa,Berserk,bonus_damage_if_own_bench_damaged,50,,"""If any of your Benched Pokémon have damage on them, this attack does 50 more damage.""",20.0,20+
A3,127,Kommo-o,Clanging Scales,increase_incoming_damage_next_turn,30,,"""During your opponent's next turn, this Pokémon takes +30 damage from attacks.""",130.0,130
A3,128,Tauros,Rising Lunge,flip_bonus_damage_if_heads,1,50,Flip a coin. If heads this attack does 50 more damage.,50.0,50+
A3,130,Delcatty,Energy Assist,attach_energy_from_zone,colorless,to_bench,Take a {C} Energy from your Energy Zone and attach it to 1 of your Benched Pokémon.,30.0,30
A3,132,Hawlucha,Justified Press,bonus_damage_if_opponent_type,30,darkness,"""If your opponent's Active Pokémon is a {D} Pokémon, this attack does 30 more damage.""",20.0,20+
A3,139,Bewear,Tantrum,self_inflict_status,confused,,This Pokémon is now Confused.,130.0,130
A3,140,Oranguru,Primate's Trap,increase_opponent_costs_next_turn,1,,"""During your opponent's next turn, attacks used by the Defending Pokémon cost 1 {C} more, and its Retreat Cost is 1 {C} more.""",40.0,40
A3,156,Alolan Exeggutor,Tropical Hammer,flip_do_nothing_if_tails,,,Flip a coin. If tails this attack does nothing.,150.0,150
A3,158,Tsareena,Three Kick Combo,flip_multiplier,3,50,Flip 3 coins. This attack does 50 damage for each heads.,50.0,50×
A3,159,Tapu Bulu,Stuck-In Tackle,flip_self_damage_if_tails,20,,"""Flip a coin. If tails, this Pokémon also does 20 damage to itself.""",100.0,100
A3,160,Alolan Marowak,Burning Bonemerang,flip_conditional_burn,2,70,"""Flip 2 coins. This attack does 70 damage for each heads. If at least 1 of them is heads, your opponent's Active Pokémon is now Burned.""",70.0,70×
A3,161,Turtonator,Fire Spin,discard_energy_specific,fire,1,Discard a {R} Energy from this Pokémon.,90.0,90
A3,162,Alolan Vulpix,Call Forth Cold,attach_energy_from_zone_to_self,water,,Take a {W} Energy from your Energy Zone and attach it to this Pokémon.,0.0,
A3,164,Tapu Fini,Spiral Drain,heal_self,20,,Heal 20 damage from this Pokémon.,60.0,60
A3,166,Tapu Koko,Volt Switch,switch_self_with_bench_type,lightning,,Switch this Pokémon with 1 of your Benched {L} Pokémon.,70.0,70
A3,170,Tapu Lele,Energy Arrow,bench_damage_per_energy_on_target,20,,This attack does 20 damage to 1 of your opponent's Pokémon for each Energy attached to that Pokémon.,0.0,
A3,171,Cosmog,Teleport,switch_self_with_bench,,,Switch this Pokémon with 1 of your Benched Pokémon.,0.0,
A3,172,Rockruff,Signs of Evolution,search_evolution_of_self,,,Put a random card that evolves from Rockruff from your deck into your hand.,0.0,
A3,173,Mudsdale,High Horsepower,self_damage_fixed_amount,40,,This Pokémon also does 40 damage to itself.,140.0,140
A3,174,Minior,Star Drop,bench_damage_one,opponent,40,This attack does 40 damage to 1 of your opponent's Pokémon.,0.0,
A3,175,Magearna,Silver Cannon,bonus_damage_if_opponent_has_ability,40,,"""If your opponent's Active Pokémon has an Ability, this attack does 40 more damage.""",40.0,40+
A3,176,Drampa,Berserk,bonus_damage_if_own_bench_damaged,50,,"""If any of your Benched Pokémon have damage on them, this attack does 50 more damage.""",20.0,20+
A3,178,Bewear,Tantrum,self_inflict_status,confused,,This Pokémon is now Confused.,130.0,130
A3,180,Decidueye ex,Pierce the Pain,bench_damage_to_damaged_only,100,,This attack does 100 damage to 1 of your opponent's Pokémon that have damage on them.,0.0,
A3,181,Dhelmise ex,Anchor Shot,inflict_effect_retreat_lock,,,"""During your opponent's next turn, the Defending Pokémon can't retreat.""",80.0,80
A3,182,Incineroar ex,Fire Fang,inflict_status,burned,,Your opponent's Active Pokémon is now Burned.,30.0,30
A3,182,Incineroar ex,Scar-Charged Smash,bonus_damage_if_self_damaged,60,,"""If this Pokémon has damage on it, this attack does 60 more damage.""",80.0,80+
A3,183,Crabominable ex,Insatiable Striking,bonus_damage_during_next_turn,40,,"""During your next turn, this Pokémon's Insatiable Striking attack does +40 damage.""",40.0,40
A3,184,Wishiwashi ex,School Storm,bonus_damage_for_each_named_bench,40,"""Wishiwashi,Wishiwashi ex""",This attack does 40 more damage for each of your Benched Wishiwashi and Wishiwashi ex.,30.0,30+
A3,185,Alolan Raichu ex,Psychic,bonus_damage_for_each_energy_on_opponent,30,,This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.,60.0,60+
A3,188,Alolan Muk ex,Chemical Panic,inflict_random_status,,,"""1 Special Condition from among Asleep, Burned, Confused, Paralyzed, and Poisoned is chosen at random, and your opponent's Active Pokémon is now affected by that Special Condition. Any Special Conditions already affecting that Pokémon will not be chosen.""",80.0,80
A3,189,Solgaleo ex,Sol Breaker,self_damage_fixed_amount,10,,This Pokémon also does 10 damage to itself.,120.0,120
A3,198,Decidueye ex,Pierce the Pain,bench_damage_to_damaged_only,100,,This attack does 100 damage to 1 of your opponent's Pokémon that have damage on them.,0.0,
A3,199,Dhelmise ex,Anchor Shot,inflict_effect_retreat_lock,,,"""During your opponent's next turn, the Defending Pokémon can't retreat.""",80.0,80
A3,200,Incineroar ex,Fire Fang,inflict_status,burned,,Your opponent's Active Pokémon is now Burned.,30.0,30
A3,200,Incineroar ex,Scar-Charged Smash,bonus_damage_if_self_damaged,60,,"""If this Pokémon has damage on it, this attack does 60 more damage.""",80.0,80+
A3,201,Crabominable ex,Insatiable Striking,bonus_damage_during_next_turn,40,,"""During your next turn, this Pokémon's Insatiable Striking attack does +40 damage.""",40.0,40
A3,202,Wishiwashi ex,School Storm,bonus_damage_for_each_named_bench,40,"""Wishiwashi,Wishiwashi ex""",This attack does 40 more damage for each of your Benched Wishiwashi and Wishiwashi ex.,30.0,30+
A3,203,Alolan Raichu ex,Psychic,bonus_damage_for_each_energy_on_opponent,30,,This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.,60.0,60+
A3,206,Alolan Muk ex,Chemical Panic,inflict_random_status,,,"""1 Special Condition from among Asleep, Burned, Confused, Paralyzed, and Poisoned is chosen at random, and your opponent's Active Pokémon is now affected by that Special Condition. Any Special Conditions already affecting that Pokémon will not be chosen.""",80.0,80
A3,207,Solgaleo ex,Sol Breaker,self_damage_fixed_amount,10,,This Pokémon also does 10 damage to itself.,120.0,120
A3,212,Venusaur,Mega Drain,heal_self,30,,Heal 30 damage from this Pokémon.,80.0,80
A3,214,Exeggutor,Psychic,bonus_damage_for_each_energy_on_opponent,20,,This attack does 20 more damage for each Energy attached to your opponent's Active Pokémon.,80.0,80+
A3,217,Blastoise,Hydro Pump,extra_damage_if_extra_energy_attached,water,2|60,"""If this Pokémon has at least 2 extra {W} Energy attached, this attack does 60 more damage.""",80.0,80+
A3,220,Gastly,Astonish,flip_reveal_and_shuffle,,,"""Flip a coin. If heads, your opponent reveals a random card from their hand and shuffles it into their deck.""",0.0,
A3,222,Gengar,Bother,inflict_effect,block_supporter,,Your opponent can't use any Supporter cards from their hand during their next turn.,50.0,50
A3,225,Machamp,Power Press,extra_damage_if_extra_energy_attached,fighting,2|50,"""If this Pokémon has at least 2 extra {F} Energy attached, this attack does 50 more damage.""",70.0,70+
A3,226,Cubone,Growl,inflict_effect,reduce_damage_next_turn,20,"""During your opponent's next turn, attacks used by the Defending Pokémon do −20 damage.""",0.0,
A3,230,Venusaur ex,Giant Bloom,heal_self,30,,Heal 30 damage from this Pokémon.,100.0,100
A3,231,Exeggutor ex,Tropical Swing,flip_bonus_damage_if_heads,1,40,Flip a coin. If heads this attack does 40 more damage.,40.0,40+
A3,232,Blastoise ex,Hydro Bazooka,extra_damage_if_extra_energy_attached,water,2|60,"""If this Pokémon has at least 2 extra {W} Energy attached, this attack does 60 more damage.""",100.0,100+
A3,236,Marowak ex,Bonemerang,flip_multiplier,2,80,Flip 2 coins. This attack does 80 damage for each heads.,80.0,80×
A3,237,Wigglytuff ex,Sleepy Song,inflict_status,asleep,,Your opponent's Active Pokémon is now Asleep.,80.0,80
A3,239,Solgaleo ex,Sol Breaker,self_damage_fixed_amount,10,,This Pokémon also does 10 damage to itself.,120.0,120
A3a,3,Rowlet,Fury Attack,flip_multiplier,3,10,Flip 3 coins. This attack does 10 damage for each heads.,10.0,10
A3a,4,Dartrix,Skill Dive,bench_damage_one,opponent,20,This attack does 20 damage to 1 of your opponent's Pokémon.,,
A3a,5,Decidueye,Sniping Arrow,bench_damage_one,opponent,70,This attack does 70 damage to 1 of your opponent's Pokémon.,,
A3a,6,Buzzwole ex,Big Beat,inflict_effect,cant_attack_next_turn,,"""During your next turn, this Pokémon can't use Big Beat.""",120.0,120
A3a,7,Pheromosa,Jump Blues,bench_damage_one,bench,20,This attack also does 20 damage to 1 of your opponent's Benched Pokémon.,20.0,20
A3a,9,Blacephalon,Beat Punk,self_damage_fixed_amount,70,,This Pokémon also does 70 damage to itself.,130.0,130
A3a,12,Sharpedo,Crunch,flip_inflict_effect_if_heads,discard_energy,1,"""Flip a coin. If heads, discard a random Energy from your opponent's Active Pokémon.""",50.0,50
A3a,19,Tapu Koko ex,Plasma Hurricane,attach_energy_from_zone_to_self,lightning,1,Take a {L} Energy from your Energy Zone and attach it to this Pokémon.,20.0,20
A3a,20,Xurkitree,Electronica,inflict_status,confusion,,Your opponent's Active Pokémon is now Confused.,60.0,60
A3a,28,Meditite,Trip Over,flip_do_nothing_if_tails,20,,"""Flip a coin. If heads, this attack does 20 more damage.""",10.0,10
A3a,33,Lycanroc ex,Lycanfang,discard_energy_specific,fighting,1,Discard a {F} Energy from this Pokémon.,130.0,130
A3a,34,Passimian,Let's Throw,bonus_damage_if_benched,40,,"""If Passimian is on your Bench, this attack does 40 more damage.""",40.0,40
A3a,36,Palossand,Sand Tomb,inflict_effect,retreat_lock,,"""During your opponent's next turn, the Defending Pokémon can't retreat.""",90.0,90
A3a,37,Alolan Meowth,Meddle,discard_all_opponent_tools,,,Discard a random Pokémon Tool card from your opponent's hand.,,
A3a,38,Alolan Persian,Fake Out,flip_inflict_status_if_heads,paralysis,,"""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""",50.0,50
A3a,41,Krookodile,Poaching Fangs,flip_inflict_effect_if_heads,shuffle_hand_to_deck,3,"""Flip 3 coins. For each heads, a card is chosen at random from your opponent's hand. Your opponent reveals that card and shuffles it into their deck.""",90.0,90
A3a,42,Nihilego,New Wave,inflict_status,poisoned,,Your opponent's Active Pokémon is now Poisoned.,30.0,30
A3a,43,Guzzlord ex,Grindcore,flip_inflict_effect_if_heads,discard_energy,1,"""Flip a coin until you get tails. For each heads, discard a random Energy from your opponent's Active Pokémon.""",30.0,30
A3a,44,Poipole,2-Step,flip_multiplier,2,20,Flip 2 coins. This attack does 20 damage for each heads.,20.0,20
A3a,45,Naganadel,Electro House,inflict_status,poisoned,,Your opponent's Active Pokémon is now Poisoned.,40.0,40
A3a,46,Alolan Diglett,Happened to Headbutt,flip_do_nothing_if_tails,,,"""Flip a coin. If tails, this attack does nothing.""",40.0,40
A3a,47,Alolan Dugtrio ex,Triplet Headbutt,flip_multiplier,3,60,Flip 3 coins. This attack does 60 damage for each heads.,60.0,60
A3a,50,Aggron,Giga Impact,inflict_effect,cant_attack_next_turn,,"""During your next turn, this Pokémon can't attack.""",150.0,150
A3a,53,Stakataka,Brass Rock,inflict_effect,attack_lock,,"""During your opponent's next turn, this Pokémon takes −20 damage from attacks.""",40.0,40
A3a,58,Bewear,Superpowered Hug,flip_two_stage,0,0,"""Flip 2 coins. If both of them are heads, your opponent's Active Pokémon is Knocked Out.""",,
A3a,60,Type: Null,Quick Blow,flip_do_nothing_if_tails,20,,"""Flip a coin. If heads, this attack does 20 more damage.""",20.0,20
A3a,61,Silvally,Brave Buddies,bonus_damage_conditional,50,supporter_played_this_turn,"""If you played a Supporter card from your hand during this turn, this attack does 50 more damage.""",50.0,50
A3a,62,Celesteela,Moombahton,flip_do_nothing_if_tails,,,"""Flip a coin. If tails, this attack does nothing.""",100.0,100
A3a,70,Rowlet,Fury Attack,flip_multiplier,3,10,Flip 3 coins. This attack does 10 damage for each heads.,10.0,10
A3a,71,Pheromosa,Jump Blues,bench_damage_one,bench,20,This attack also does 20 damage to 1 of your opponent's Benched Pokémon.,20.0,20
A3a,72,Blacephalon,Beat Punk,self_damage_fixed_amount,70,,This Pokémon also does 70 damage to itself.,130.0,130
A3a,73,Alolan Meowth,Meddle,discard_all_opponent_tools,,,Discard a random Pokémon Tool card from your opponent's hand.,,
A3a,74,Silvally,Brave Buddies,bonus_damage_conditional,50,supporter_played_this_turn,"""If you played a Supporter card from your hand during this turn, this attack does 50 more damage.""",50.0,50
A3a,75,Celesteela,Moombahton,flip_do_nothing_if_tails,,,"""Flip a coin. If tails, this attack does nothing.""",100.0,100
A3a,76,Buzzwole ex,Big Beat,inflict_effect,cant_attack_next_turn,,"""During your next turn, this Pokémon can't use Big Beat.""",120.0,120
A3a,77,Tapu Koko ex,Plasma Hurricane,attach_energy_from_zone_to_self,lightning,1,Take a {L} Energy from your Energy Zone and attach it to this Pokémon.,20.0,20
A3a,78,Lycanroc ex,Lycanfang,discard_energy_specific,fighting,1,Discard a {F} Energy from this Pokémon.,130.0,130
A3a,79,Guzzlord ex,Grindcore,flip_inflict_effect_if_heads,discard_energy,1,"""Flip a coin until you get tails. For each heads, discard a random Energy from your opponent's Active Pokémon.""",30.0,30
A3a,80,Alolan Dugtrio ex,Triplet Headbutt,flip_multiplier,3,60,Flip 3 coins. This attack does 60 damage for each heads.,60.0,60
A3a,84,Tapu Koko ex,Plasma Hurricane,attach_energy_from_zone_to_self,lightning,1,Take a {L} Energy from your Energy Zone and attach it to this Pokémon.,20.0,20
A3a,85,Lycanroc ex,Lycanfang,discard_energy_specific,fighting,1,Discard a {F} Energy from this Pokémon.,130.0,130
A3a,86,Guzzlord ex,Grindcore,flip_inflict_effect_if_heads,discard_energy,1,"""Flip a coin until you get tails. For each heads, discard a random Energy from your opponent's Active Pokémon.""",30.0,30
A3a,87,Alolan Dugtrio ex,Triplet Headbutt,flip_multiplier,3,60,Flip 3 coins. This attack does 60 damage for each heads.,60.0,60
A3a,88,Buzzwole ex,Big Beat,inflict_effect,cant_attack_next_turn,,"""During your next turn, this Pokémon can't use Big Beat.""",120.0,120
A3a,90,Arcanine,Heat Tackle,self_damage_fixed_amount,20,,This Pokémon also does 20 damage to itself.,100.0,100
A3a,94,Jynx,Psychic,bonus_damage_for_each_energy_on_opponent,20,,This attack does 20 more damage for each Energy attached to your opponent's Active Pokémon.,30.0,30
A3a,98,Aerodactyl,Primal Wingbeat,flip_do_nothing_if_tails,20,,"""Flip a coin. If heads, your opponent shuffles their Active Pokémon into their deck.""",,
A3a,99,Celebi ex,Powerful Bloom,flip_multiplier,,50,Flip a coin for each Energy attached to this Pokémon. This attack does 50 damage for each heads.,50.0,50
A3a,100,Arcanine ex,Inferno Onrush,self_damage_fixed_amount,20,,This Pokémon also does 20 damage to itself.,120.0,120
A3a,102,Pidgeot ex,Scattering Cyclone,bonus_damage_for_each_opponent_bench,20,,This attack does 20 more damage for each of your opponent's Benched Pokémon.,80.0,80
A3a,103,Nihilego,New Wave,inflict_status,poisoned,,Your opponent's Active Pokémon is now Poisoned.,30.0,30
A3b,2,Leafeon,Leaf Blast,bonus_damage_per_energy_attached,20,,This attack does 20 more damage for each {G} Energy attached to this Pokémon.,10.0,10
A3b,5,Tsareena,Kick Down,flip_shuffle_random_from_hand,,,Your opponent reveals a random card from their hand and shuffles it into their deck.,50.0,50
A3b,7,Appletun,Sweets Relay,bonus_damage_if_last_move_name_used,Sweets Relay,30,"""If 1 of your Pokémon used Sweets Relay during your last turn, this attack does 30 more damage.""",40.0,40
A3b,8,Flareon,Assisting Heater,attach_energy_from_zone,fire,to_bench,Take a {R} Energy from your Energy Zone and attach it to 1 of your Benched Pokémon.,40.0,40
A3b,9,Flareon ex,Fire Spin,discard_energy_specific,,2,Discard 2 {R} Energy from this Pokémon.,130.0,130
A3b,10,Torkoal,Flamethrower,discard_energy_specific,,1,Discard a {R} Energy from this Pokémon.,70.0,70
A3b,13,Incineroar,Darkest Lariat,flip_multiplier,2,100,Flip 2 coins. This attack does 100 damage for each heads.,100.0,100
A3b,14,Salandit,Ember,discard_energy_specific,,1,Discard a {R} Energy from this Pokémon.,30.0,30
A3b,16,Vaporeon,Hyper Whirlpool,discard_random_energy_from_opponent,1,,"""Flip a coin until you get tails. For each heads, discard a random Energy from your opponent's Active Pokémon.""",70.0,70
A3b,17,Glaceon,Ice Blade,bench_damage_one,opponent,50,This attack does 50 damage to 1 of your opponent's Pokémon.,,
A3b,18,Vanillite,Sweets Relay,bonus_damage_if_last_move_name_used,Sweets Relay,20,"""If 1 of your Pokémon used Sweets Relay during your last turn, this attack does 20 more damage.""",10.0,10
A3b,19,Vanillish,Sweets Relay,bonus_damage_if_last_move_name_used,Sweets Relay,20,"""If 1 of your Pokémon used Sweets Relay during your last turn, this attack does 20 more damage.""",30.0,30
A3b,20,Vanilluxe,Double Spin,flip_multiplier,2,80,Flip 2 coins. This attack does 80 damage for each heads.,80.0,80
A3b,21,Alomomola,Water Pulse,inflict_status,sleep,,Your opponent's Active Pokémon is now Asleep.,50.0,50
A3b,24,Primarina ex,Hydro Pump,extra_damage_if_extra_energy_attached,1|40,,"""If this Pokémon has at least 1 extra {W} Energy attached, this attack does 40 more damage.""",40.0,40
A3b,24,Primarina ex,Sparkling Aria,heal_self,20,,Heal 20 damage from this Pokémon.,100.0,100
A3b,25,Jolteon,Beginning Bolt,bonus_damage_if_evolved_this_turn,20,,"""If this Pokémon evolved during this turn, this attack does 20 more damage.""",40.0,40
A3b,26,Joltik,Jolt,inflict_status,paralysis,,"""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""",10.0,10
A3b,27,Galvantula,Electric Shock,inflict_status,paralysis,,Discard all Energy attached to this Pokémon. Your opponent's Active Pokémon is now Paralyzed.,70.0,70
A3b,28,Espeon,Energy Crush,bonus_damage_per_energy_on_opponent_all,20,,This attack does 20 damage for each Energy attached to all of your opponent's Pokémon.,0,0
A3b,31,Swirlix,Sweets Relay,bonus_damage_if_last_move_name_used,Sweets Relay,20,"""If 1 of your Pokémon used Sweets Relay during your last turn, this attack does 20 more damage.""",10.0,10
A3b,32,Slurpuff,Sweets Relay,bonus_damage_if_last_move_name_used,Sweets Relay,60,"""If 1 of your Pokémon used Sweets Relay during your last turn, this attack does 60 more damage.""",30.0,30
A3b,33,Sylveon,Evoharmony,bonus_damage_per_evolution_bench,30,,This attack does 30 more damage for each Evolution Pokémon on your Bench.,40.0,40
A3b,35,Mimikyu,Try to Imitate,flip_copy_opponent_attack,,,"""Flip a coin. If heads, choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.""",,
A3b,36,Milcery,Sweets Relay,bonus_damage_if_last_move_name_used,Sweets Relay,20,"""If 1 of your Pokémon used Sweets Relay during your last turn, this attack does 20 more damage.""",10.0,10
A3b,37,Alcremie,Sweets Overload,damage_per_other_move_used,Sweets Relay,40,This attack does 40 damage for each time your Pokémon used Sweets Relay during this game.,40.0,40
A3b,39,Whiscash,Earthquake,bench_damage_all_self,10,,This attack also does 10 damage to each of your Benched Pokémon.,130.0,130
A3b,40,Mienfoo,Kick Shot,flip_do_nothing_if_tails,,,"""Flip a coin. If tails, this attack does nothing.""",40.0,40
A3b,42,Carbink,Hard Roll,flip_prevent_damage_next_turn,,,"""Flip a coin. If heads, during your opponent's next turn, prevent all damage from—and effects of—attacks done to this Pokémon.""",30.0,30
A3b,43,Umbreon,Dark Binding,cant_attack_next_turn,,,"""If the Defending Pokémon is a Basic Pokémon, it can't attack during your opponent's next turn.""",40.0,40
A3b,45,Purrloin,Playful Knockdown,discard_tools_from_opponent,,,Discard all Pokémon Tools from your opponent's Active Pokémon.,,
A3b,47,Mawile,Powerful Vise,inflict_status,paralysis,,"""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""",30.0,30
A3b,48,Togedemaru,Bristling Spikes,counter_on_hit_next_turn,30,,"""During your opponent's next turn, if this Pokémon is damaged by an attack, do 30 damage to the Attacking Pokémon.""",30.0,30
A3b,53,Dragonite ex,Giga Impact,cant_attack_next_turn,,,"""During your next turn, this Pokémon can't attack.""",180.0,180
A3b,54,Drampa,Dragon Breath,inflict_status,paralysis,,"""Flip a coin. If tails, this attack does nothing. If heads, your opponent's Active Pokémon is now Paralyzed.""",70.0,70
A3b,55,Eevee,Collect,draw_cards,1,,Draw a card.,,
A3b,57,Snorlax ex,Flop-Down Punch,inflict_status_self,asleep,,This Pokémon is now Asleep.,130.0,130
A3b,58,Aipom,Double Hit,flip_multiplier,2,20,Flip 2 coins. This attack does 20 damage for each heads.,20.0,20
A3b,60,Chatot,Tone-Deaf,inflict_status,confusion,,Your opponent's Active Pokémon is now Confused.,10.0,10
A3b,61,Audino,Do the Wave,bonus_damage_for_each_bench,20,,This attack does 20 damage for each of your Benched Pokémon.,20.0,20
A3b,65,Greedent,Enhanced Fang,bonus_damage_if_tool,50,,"""If this Pokémon has a Pokémon Tool attached, this attack does 50 more damage.""",50.0,50
A3b,70,Leafeon,Leaf Blast,bonus_damage_per_energy_attached,20,,This attack does 20 more damage for each {G} Energy attached to this Pokémon.,10.0,10
A3b,71,Flareon,Assisting Heater,attach_energy_from_zone,fire,to_bench,Take a {R} Energy from your Energy Zone and attach it to 1 of your Benched Pokémon.,40.0,40
A3b,72,Vaporeon,Hyper Whirlpool,discard_random_energy_from_opponent,1,,"""Flip a coin until you get tails. For each heads, discard a random Energy from your opponent's Active Pokémon.""",70.0,70
A3b,73,Glaceon,Ice Blade,bench_damage_one,opponent,50,This attack does 50 damage to 1 of your opponent's Pokémon.,,
A3b,74,Jolteon,Beginning Bolt,bonus_damage_if_evolved_this_turn,20,,"""If this Pokémon evolved during this turn, this attack does 20 more damage.""",40.0,40
